N,P,K,temperature,humidity,ph,rainfall,label
58,20,46,18.07,42.61,6.94,972.54,teff
78,27,62,27.99,41.96,6.12,580.47,teff
84,46,83,17.02,69.07,6.72,754.97,teff
36,46,42,28.6,64.95,6.73,595.36,teff
37,40,53,25.48,68.62,6.89,569.54,teff
63,49,100,22.67,60.18,6.64,535.89,teff
43,41,49,20.55,45.28,6.3,799.2,teff
77,29,21,18.47,51.73,6.56,833.9,teff
63,44,81,19.12,49.21,7.13,547.4,teff
89,35,99,15.53,69.17,6.61,793.78,teff
53,39,86,18.61,51.27,6.5,1052.07,teff
40,14,78,22.18,52.97,6.0,640.9,teff
64,19,24,27.53,58.62,6.39,906.02,teff
55,29,92,22.73,44.02,6.47,867.97,teff
36,22,82,16.52,53.97,6.73,596.67,teff
32,26,33,15.89,60.56,7.28,1063.33,teff
85,14,61,29.83,57.22,7.05,681.1,teff
90,20,52,20.96,62.88,6.25,681.57,teff
64,29,87,26.32,65.19,6.17,1040.6,teff
51,10,98,20.54,59.59,6.84,633.11,teff
52,23,48,28.21,46.11,6.8,699.35,teff
57,37,96,19.47,47.95,6.03,1112.02,teff
55,43,90,21.16,58.03,6.55,636.11,teff
57,13,91,16.27,52.78,5.82,821.55,teff
52,44,60,17.43,67.31,6.35,641.78,teff
39,33,78,26.89,60.66,6.96,1087.09,teff
87,15,71,15.43,47.41,6.92,668.51,teff
35,18,55,22.21,68.75,6.12,796.71,teff
56,42,36,16.81,57.96,5.93,1135.87,teff
72,14,28,17.65,48.35,6.39,652.37,teff
40,21,26,15.21,67.83,5.86,583.99,teff
55,45,66,26.46,49.14,6.46,1027.76,teff
61,16,59,28.02,55.41,7.27,695.85,teff
34,46,61,16.96,63.68,7.19,1005.67,teff
86,50,61,21.21,41.52,6.79,1129.02,teff
82,37,67,20.91,44.11,7.21,559.87,teff
43,45,78,26.35,63.21,7.23,652.77,teff
85,28,30,26.81,53.85,5.97,505.14,teff
47,22,66,19.43,54.11,6.38,1016.95,teff
90,25,92,17.43,57.72,5.95,791.42,teff
44,15,47,29.71,69.58,5.83,840.61,teff
57,43,21,16.04,41.78,6.85,898.1,teff
82,48,69,27.35,59.3,6.7,661.9,teff
67,36,95,17.15,50.46,7.04,1015.25,teff
38,33,48,20.12,53.65,7.04,1134.32,teff
81,19,88,22.09,49.54,5.88,536.19,teff
87,10,31,26.43,40.45,6.83,569.2,teff
84,20,86,27.59,42.28,6.39,846.35,teff
46,13,86,26.07,47.24,6.16,854.22,teff
57,45,64,25.11,69.31,5.96,852.03,teff
80,13,21,22.54,54.93,6.25,1177.6,teff
39,39,48,20.95,42.98,6.73,593.69,teff
65,23,68,22.52,46.03,7.15,911.45,teff
63,27,20,23.62,59.1,7.28,1091.5,teff
56,45,88,27.17,48.59,5.87,771.47,teff
57,20,66,15.54,57.69,7.28,1170.52,teff
77,39,75,26.53,42.61,6.13,806.27,teff
76,31,78,24.39,56.85,6.62,882.42,teff
81,36,50,29.89,64.69,6.83,672.73,teff
60,14,93,16.2,45.48,6.06,1198.48,teff
54,25,76,26.09,49.63,7.04,622.93,teff
71,34,94,17.82,51.24,6.93,570.3,teff
78,12,25,28.42,56.01,7.1,490.76,sorghum
25,27,33,23.63,32.08,6.8,903.86,sorghum
26,29,26,32.98,56.77,5.63,660.44,sorghum
62,15,60,25.7,34.82,5.73,876.19,sorghum
61,22,28,29.64,31.52,6.69,844.94,sorghum
75,31,37,34.66,38.33,6.35,703.11,sorghum
62,37,48,30.09,33.01,6.41,760.5,sorghum
72,16,31,26.32,35.05,7.28,538.4,sorghum
31,26,53,28.91,46.06,6.04,540.18,sorghum
58,37,67,25.69,57.91,6.43,545.4,sorghum
25,23,73,23.75,56.1,6.54,410.19,sorghum
70,23,78,32.14,42.99,6.8,740.61,sorghum
53,22,54,27.04,42.5,6.33,471.09,sorghum
37,26,36,24.56,54.72,6.7,406.65,sorghum
41,39,40,29.19,44.96,7.49,610.53,sorghum
52,20,39,22.29,39.75,6.39,595.99,sorghum
63,16,63,30.58,46.38,6.74,930.44,sorghum
59,16,56,24.93,39.95,5.74,591.41,sorghum
79,13,64,21.71,56.93,6.41,647.3,sorghum
46,13,67,24.5,58.14,5.68,605.97,sorghum
28,21,72,22.95,54.29,5.67,687.54,sorghum
61,21,53,31.48,39.75,5.56,473.62,sorghum
24,27,44,32.78,59.12,5.8,695.0,sorghum
40,12,60,20.34,58.69,7.22,769.13,sorghum
25,29,37,30.35,46.51,5.95,968.72,sorghum
75,31,46,28.36,41.15,6.41,955.68,sorghum
62,11,47,31.57,57.22,7.27,666.08,sorghum
37,38,25,32.28,45.77,5.84,660.77,sorghum
23,23,58,31.24,53.98,7.49,876.28,sorghum
21,25,44,27.33,30.96,5.75,873.72,sorghum
61,36,21,21.93,48.62,6.49,987.69,sorghum
41,39,75,31.91,52.72,7.25,714.72,sorghum
56,36,74,34.84,49.85,6.18,891.4,sorghum
71,38,32,26.6,34.07,6.96,992.13,sorghum
23,16,44,26.5,41.23,5.71,732.07,sorghum
36,36,33,34.24,55.11,7.06,849.01,sorghum
28,39,30,25.41,42.75,7.33,797.7,sorghum
69,31,38,23.77,37.45,6.62,615.51,sorghum
24,19,64,30.32,47.15,6.38,402.76,sorghum
76,39,62,20.63,35.78,5.77,938.58,sorghum
64,18,39,28.02,54.72,6.55,923.84,sorghum
68,13,28,28.75,59.04,6.73,472.03,sorghum
51,33,43,25.81,37.07,5.85,585.44,sorghum
60,26,56,27.59,30.59,6.62,559.87,sorghum
63,18,73,31.76,53.94,5.52,530.54,sorghum
78,25,75,21.98,35.51,7.14,928.04,sorghum
32,33,65,28.11,58.72,6.57,962.11,sorghum
66,18,34,28.89,35.1,7.02,771.19,sorghum
51,28,57,33.15,56.62,7.47,873.09,sorghum
30,10,44,23.53,53.6,7.49,549.07,sorghum
59,39,62,34.56,53.58,6.69,903.07,sorghum
21,38,59,31.92,33.9,6.6,608.07,sorghum
43,22,75,30.13,49.15,6.52,645.17,sorghum
66,14,30,34.99,34.5,5.65,960.21,sorghum
68,36,34,20.26,54.43,6.87,592.2,sorghum
54,26,49,32.24,50.1,6.35,927.08,sorghum
49,28,25,26.02,51.94,6.83,414.33,sorghum
38,33,76,23.2,47.23,5.57,824.84,sorghum
27,27,77,22.47,35.36,7.16,499.29,sorghum
25,10,29,20.75,59.59,6.0,750.23,sorghum
27,32,25,26.45,32.5,6.42,451.39,sorghum
76,29,60,20.08,44.67,6.1,486.17,sorghum
71,12,47,20.79,34.32,6.45,662.25,sorghum
60,30,22,27.33,44.74,5.77,512.23,sorghum
39,21,78,24.63,50.01,6.9,687.28,sorghum
25,14,44,32.41,46.94,7.26,497.38,sorghum
53,17,65,30.23,41.31,7.47,442.62,sorghum
70,21,70,32.12,40.72,7.27,929.44,sorghum
66,38,65,21.4,47.14,6.12,535.34,sorghum
65,18,41,34.48,46.83,7.06,991.39,sorghum
30,23,34,31.33,56.94,6.32,812.72,sorghum
65,14,75,33.03,30.95,7.18,760.64,sorghum
73,22,41,33.76,49.66,6.26,641.02,sorghum
49,14,25,34.25,42.8,7.5,457.8,sorghum
35,24,30,26.93,47.7,5.69,448.72,sorghum
31,20,22,23.47,54.75,6.53,676.89,sorghum
32,13,55,20.58,45.34,5.51,430.38,sorghum
74,12,21,22.9,46.43,7.08,831.46,sorghum
63,25,56,30.63,56.01,6.5,594.69,sorghum
59,18,41,27.66,43.7,7.39,956.37,sorghum
50,14,59,22.96,33.44,6.78,494.91,sorghum
45,24,21,31.5,33.82,6.59,715.82,sorghum
28,24,69,26.85,58.38,5.68,904.5,sorghum
47,27,48,29.01,46.39,7.29,800.42,sorghum
21,23,39,20.98,40.25,7.0,500.06,sorghum
40,25,78,32.35,44.46,6.34,496.08,sorghum
42,11,62,30.21,46.43,5.94,681.74,sorghum
46,29,48,29.61,46.12,6.87,937.17,sorghum
52,16,76,22.64,42.45,5.81,954.92,sorghum
58,37,48,21.03,52.83,5.56,487.75,sorghum
73,25,23,24.01,51.75,5.85,582.5,sorghum
46,38,64,25.2,41.49,5.88,427.59,sorghum
41,21,56,29.14,50.07,7.26,594.29,sorghum
71,12,68,31.65,36.66,6.85,935.27,sorghum
65,18,26,27.37,53.43,7.21,711.54,sorghum
33,33,78,22.7,35.86,5.98,957.66,sorghum
56,16,40,21.14,50.2,5.65,698.5,sorghum
49,24,31,26.23,55.86,6.0,461.57,sorghum
37,36,35,23.16,57.23,7.29,874.09,sorghum
21,27,40,24.18,36.24,6.76,785.63,sorghum
72,29,50,20.82,42.99,7.04,852.97,sorghum
71,15,55,26.45,58.03,5.78,585.05,sorghum
74,23,49,28.21,39.81,6.24,779.14,sorghum
61,22,58,32.1,42.73,5.72,956.24,sorghum
70,16,64,30.88,31.42,6.95,788.4,sorghum
57,21,44,21.59,30.68,6.64,967.14,sorghum
55,21,72,31.21,37.22,6.45,760.81,sorghum
24,32,56,20.32,52.82,7.29,863.51,sorghum
60,15,66,34.17,46.93,7.19,828.66,sorghum
69,26,59,23.4,46.44,7.15,660.44,sorghum
50,29,41,29.63,49.36,7.26,793.46,sorghum
64,39,32,31.19,30.85,7.29,793.01,sorghum
61,22,21,31.28,43.63,6.69,711.76,sorghum
22,13,28,20.61,30.58,5.71,662.14,sorghum
43,39,70,23.34,59.74,5.77,408.93,sorghum
62,25,28,30.63,53.83,6.43,574.46,sorghum
33,27,27,22.01,52.43,5.68,778.32,sorghum
45,18,40,26.72,57.17,5.82,802.29,sorghum
52,26,59,28.06,35.96,7.15,404.55,sorghum
43,13,48,33.55,44.94,5.81,908.38,sorghum
34,26,48,26.41,55.44,7.37,718.79,sorghum
30,13,57,29.33,32.09,5.77,921.24,sorghum
51,30,24,27.16,39.94,6.89,525.01,sorghum
58,35,68,22.02,49.12,7.08,869.77,sorghum
42,39,47,30.04,44.09,7.43,932.8,sorghum
34,33,50,20.21,46.12,5.8,827.02,sorghum
29,14,55,26.84,54.19,7.31,783.01,sorghum
77,37,25,31.08,50.85,7.34,494.6,sorghum
64,24,75,27.24,42.13,6.23,838.97,sorghum
53,32,25,31.77,42.89,6.69,525.66,sorghum
56,34,65,32.48,57.23,6.45,978.66,sorghum
49,35,71,28.11,59.23,5.5,576.57,sorghum
51,15,28,33.65,32.92,6.85,973.53,sorghum
25,15,50,25.56,39.08,6.87,998.27,sorghum
46,26,69,32.59,59.93,6.85,782.88,sorghum
74,23,69,32.35,31.98,7.46,950.64,sorghum
30,21,22,24.67,42.77,6.24,611.59,sorghum
63,38,35,31.53,57.83,6.17,945.09,sorghum
34,32,33,22.07,41.0,6.92,909.84,sorghum
38,16,27,30.18,33.32,7.26,569.26,sorghum
78,40,58,23.67,59.06,6.45,901.13,sorghum
72,35,60,25.95,51.05,6.29,539.75,sorghum
72,29,54,34.63,48.64,6.23,885.9,sorghum
44,38,39,32.13,53.12,5.84,877.82,sorghum
58,13,64,20.19,56.7,6.83,465.92,sorghum
78,39,23,31.67,43.38,7.11,491.13,sorghum
76,36,61,27.55,45.0,5.9,655.47,sorghum
37,34,71,22.93,54.87,7.38,784.31,sorghum
42,17,61,28.47,38.19,7.27,925.98,sorghum
61,28,70,28.07,39.15,5.77,523.41,sorghum
54,37,36,17.94,68.74,6.22,635.89,barley
116,59,42,24.33,63.87,6.05,1026.78,barley
91,35,91,17.15,79.34,7.49,1102.65,barley
87,26,74,20.77,77.6,6.85,996.75,barley
106,33,40,23.8,53.31,7.36,903.63,barley
51,31,38,17.8,76.15,7.48,1123.52,barley
61,54,89,21.63,68.97,6.48,1274.62,barley
72,51,116,23.94,54.17,6.63,689.54,barley
50,51,71,18.53,65.43,6.58,1205.68,barley
69,52,103,22.46,50.56,7.4,1250.31,barley
115,32,118,19.14,70.83,6.21,810.98,barley
88,55,84,12.62,66.56,7.24,877.33,barley
79,56,53,19.97,66.99,7.57,1381.36,barley
111,47,76,24.05,70.23,7.67,1126.59,barley
95,51,88,18.01,73.28,6.04,1010.91,barley
68,34,96,17.37,54.25,7.3,708.91,barley
82,41,63,17.84,55.28,7.02,882.93,barley
64,37,111,22.21,79.81,6.28,994.47,barley
50,49,97,22.4,75.18,7.67,743.2,barley
99,24,84,21.29,64.22,7.22,1378.2,barley
68,32,78,17.34,60.33,7.44,1281.67,barley
75,24,115,19.71,74.06,6.26,725.65,barley
76,48,111,21.96,55.48,7.13,1193.31,barley
118,37,51,16.68,74.39,6.3,868.59,barley
117,26,88,16.42,73.27,6.35,1309.2,barley
92,52,103,17.8,79.48,7.19,946.65,barley
71,44,89,19.74,74.49,7.79,860.79,barley
81,25,115,20.84,56.68,6.49,1346.39,barley
79,42,70,20.79,66.15,7.03,1178.99,barley
116,49,63,13.92,77.28,7.19,850.18,barley
78,57,115,15.22,57.61,6.89,867.67,barley
44,55,109,21.36,72.91,6.72,1078.88,barley
71,48,112,13.56,75.53,6.77,1061.31,barley
73,32,58,22.04,75.37,6.34,923.82,barley
117,37,38,13.73,51.67,6.2,798.21,barley
65,21,79,20.2,59.92,6.44,932.92,barley
75,49,120,24.27,67.9,6.8,1172.28,barley
59,23,34,12.55,76.05,6.43,780.84,barley
53,44,118,15.39,58.99,6.62,1081.94,barley
78,34,69,16.86,68.42,7.28,1067.13,barley
59,59,89,19.55,53.21,7.08,1004.79,barley
58,27,90,14.35,55.21,7.58,1198.18,barley
46,44,83,21.05,51.43,7.75,1142.21,barley
90,32,101,21.75,74.09,7.47,1334.69,barley
41,59,60,17.39,61.15,6.43,847.29,barley
109,44,79,21.05,79.89,6.63,1213.57,barley
56,43,46,18.15,69.7,7.74,1184.1,barley
105,28,83,16.2,56.92,6.27,1190.65,barley
116,28,66,23.34,59.26,7.15,1341.46,barley
86,34,31,23.33,75.58,6.09,1256.27,barley
102,60,90,16.7,70.85,6.65,799.41,barley
85,46,97,17.12,53.56,6.14,921.1,barley
45,20,73,16.95,55.71,6.51,1004.39,barley
49,29,65,22.3,70.38,6.28,1275.93,barley
89,33,46,12.06,78.48,6.07,703.71,barley
43,27,120,18.61,63.5,7.46,1114.77,barley
95,23,100,14.84,60.42,6.46,695.92,barley
106,56,119,15.51,62.04,6.22,893.65,barley
111,57,31,17.82,65.91,6.63,1150.63,barley
105,48,109,24.95,61.14,7.07,1087.96,barley
72,56,32,13.58,52.37,7.59,676.31,barley
49,29,81,14.32,57.39,7.6,1142.81,barley
78,36,75,17.07,63.07,6.97,1231.17,barley
108,26,88,19.01,53.84,6.53,1181.54,barley
74,31,32,16.38,55.4,6.67,1068.08,barley
113,52,113,16.94,53.07,7.69,1388.4,barley
64,54,68,24.83,60.6,6.6,670.15,barley
66,36,111,13.29,56.2,7.48,723.95,barley
42,21,46,19.63,68.63,6.82,903.04,barley
92,29,55,16.19,78.77,7.06,1270.22,barley
93,26,102,13.66,79.61,6.46,1192.28,barley
61,58,105,17.68,68.15,6.07,1207.04,barley
79,31,104,21.07,78.27,7.5,941.35,barley
57,56,73,18.88,71.78,7.47,1330.32,barley
51,32,84,22.76,74.73,6.41,1063.86,barley
86,26,48,16.15,59.85,7.27,649.39,barley
67,47,118,17.0,57.78,6.91,789.26,barley
86,24,35,15.81,60.69,6.44,1374.95,barley
75,44,46,15.3,56.17,7.69,1060.2,barley
41,34,45,18.56,69.93,6.2,972.44,barley
86,28,91,13.61,61.6,6.08,1091.62,barley
63,58,100,17.08,76.6,7.56,742.33,barley
42,41,88,22.24,74.42,6.69,1107.96,barley
61,38,89,19.09,68.73,6.28,1214.46,barley
97,29,38,15.22,74.47,7.55,750.56,barley
84,29,34,23.72,67.14,6.62,1203.12,barley
42,59,53,22.47,59.79,6.96,1152.66,barley
96,56,92,20.4,67.75,6.85,965.26,barley
70,26,49,21.95,60.51,6.64,932.21,barley
68,59,52,19.03,73.41,6.52,1056.07,barley
68,25,67,18.19,50.68,7.35,643.55,barley
108,54,86,16.72,56.05,7.31,837.21,barley
77,36,99,20.68,61.49,7.0,1390.22,barley
62,42,73,17.46,66.97,7.02,791.36,barley
98,58,114,19.77,64.76,6.42,1282.58,barley
105,49,77,20.6,73.8,6.16,906.77,barley
105,20,46,14.13,50.58,6.98,1042.56,barley
74,25,46,24.24,53.47,6.71,1329.77,barley
48,47,83,23.03,66.23,6.08,738.42,barley
118,39,77,13.77,74.94,7.01,737.32,barley
98,32,42,22.71,72.04,6.62,663.43,barley
65,25,85,12.85,74.5,6.17,1192.27,barley
67,28,59,23.46,50.83,7.15,622.84,barley
103,30,115,15.18,75.92,6.9,763.82,barley
99,60,94,24.94,59.86,7.0,1031.58,barley
92,33,39,21.5,75.75,7.51,791.22,barley
68,50,38,24.51,64.19,6.9,944.53,barley
91,36,32,16.09,65.82,6.79,682.1,barley
103,38,75,17.7,59.55,7.31,1387.67,barley
112,50,112,22.18,76.61,7.52,1009.45,barley
82,28,71,12.01,72.79,7.02,977.01,barley
107,41,58,18.99,60.97,6.54,869.78,barley
101,35,35,22.48,60.61,6.96,1326.12,barley
73,33,107,24.91,68.24,7.16,782.45,barley
112,57,41,18.06,55.34,7.61,1110.26,barley
112,34,59,22.89,66.93,7.68,1023.2,barley
40,58,59,16.84,51.23,6.58,1387.65,barley
97,36,86,24.52,69.17,7.59,1040.64,barley
71,26,104,20.94,57.75,7.62,1032.32,barley
82,47,54,22.77,73.95,6.17,1377.23,barley
59,55,32,15.17,61.63,7.75,795.3,barley
50,40,40,13.16,58.87,7.3,1052.34,barley
108,31,60,14.68,52.27,6.54,640.78,barley
108,37,70,12.59,70.54,7.13,1387.63,barley
41,44,117,13.17,69.62,7.6,1007.66,barley
111,60,65,23.38,54.09,6.94,1298.41,barley
67,50,76,12.89,50.91,7.05,736.68,barley
117,25,47,21.93,65.79,7.71,865.45,barley
44,53,67,14.29,54.19,7.78,1210.49,barley
105,23,75,12.3,65.66,6.34,857.28,barley
106,30,64,21.84,67.16,6.17,1067.39,barley
118,24,38,16.8,61.73,6.42,863.23,barley
60,42,71,12.85,64.19,6.92,728.7,barley
45,34,89,19.65,69.04,6.76,1039.69,barley
97,45,44,13.83,53.27,6.52,1295.15,barley
48,24,73,16.56,67.38,7.26,878.89,barley
56,25,115,21.49,54.23,7.07,869.05,barley
53,34,44,24.86,59.72,6.08,927.38,barley
86,34,91,21.92,56.15,7.12,1195.58,barley
109,22,80,15.56,65.07,7.61,818.21,barley
94,30,42,12.39,55.17,7.68,747.27,barley
93,55,106,16.06,74.72,6.24,864.7,barley
101,59,59,23.0,66.11,7.43,853.53,barley
78,53,72,21.68,68.92,6.31,1011.38,barley
77,38,55,22.49,59.16,6.42,1307.15,barley
72,35,75,12.59,66.59,7.34,1239.95,barley
97,40,75,14.39,73.22,6.11,1215.87,barley
112,29,112,23.62,77.87,7.71,740.92,barley
85,33,93,12.34,67.65,6.52,996.87,barley
76,50,109,24.32,56.27,7.29,745.37,barley
125,65,132,16.74,72.57,5.98,1386.1,enset
66,21,95,20.49,88.76,6.88,1164.97,enset
121,49,98,22.8,75.6,6.02,1431.08,enset
127,74,168,19.27,82.53,6.09,1243.08,enset
116,44,157,21.21,63.17,6.95,1370.0,enset
123,24,87,22.74,70.78,6.41,1323.49,enset
95,75,132,24.91,61.47,5.64,1434.4,enset
112,46,87,23.36,76.24,5.82,1369.2,enset
81,33,111,15.62,67.95,7.03,1368.03,enset
75,27,180,24.95,79.02,7.16,1320.01,enset
108,58,102,19.62,84.01,5.61,1242.77,enset
103,64,167,15.16,68.55,5.75,1368.99,enset
65,24,120,19.19,88.32,7.15,1234.03,enset
70,59,175,22.13,84.85,7.0,1448.76,enset
84,69,80,17.77,82.09,6.98,1397.09,enset
80,70,175,17.98,89.03,6.19,1458.0,enset
98,63,132,23.42,66.14,5.97,1129.15,enset
65,31,161,23.06,89.71,6.81,1257.94,enset
129,29,112,17.42,88.78,6.82,1123.87,enset
110,52,170,17.65,64.57,7.12,1295.72,enset
96,71,133,23.06,86.6,6.46,1462.83,enset
126,22,135,18.23,85.79,7.18,1267.17,enset
111,35,175,16.01,85.84,6.03,1256.76,enset
80,28,85,20.41,83.23,6.81,1306.46,enset
52,61,128,18.42,88.66,6.34,1109.77,enset
88,62,110,18.29,79.2,6.44,1122.66,enset
105,44,130,19.71,75.7,7.19,1114.83,enset
84,53,160,22.34,71.38,5.63,1485.94,enset
100,30,99,22.08,69.63,5.67,1457.34,enset
96,51,164,24.97,72.16,7.2,1318.63,enset
86,62,157,23.01,76.6,5.75,1106.86,enset
106,29,126,21.73,66.31,6.66,1252.48,enset
77,36,141,21.74,64.35,5.63,1315.55,enset
106,21,150,15.2,87.28,6.32,1294.55,enset
71,35,157,21.79,68.68,5.84,1466.68,enset
96,45,143,24.28,65.61,6.09,1495.16,enset
94,66,155,21.25,60.66,5.95,1397.1,enset
62,41,105,15.32,73.56,6.5,1119.91,enset
82,39,121,19.86,70.24,6.36,1299.75,enset
114,56,149,20.35,72.82,5.91,1227.03,enset
63,72,153,23.39,70.14,5.98,1191.19,enset
72,72,165,18.57,68.18,6.28,1138.95,enset
84,33,117,21.63,67.96,5.61,1148.43,enset
115,36,141,17.91,65.09,6.05,1270.4,enset
76,56,157,18.96,77.11,5.96,1321.22,enset
60,62,86,15.25,88.48,6.32,1352.21,enset
74,32,159,17.39,86.8,6.02,1421.5,enset
120,37,114,16.51,89.84,6.17,1167.28,enset
105,77,122,24.0,86.81,7.15,1106.51,enset
90,43,130,18.43,70.57,6.08,1342.87,enset
98,35,128,24.3,79.12,6.22,1301.25,enset
98,56,135,15.41,89.6,5.89,1281.83,enset
59,36,100,21.81,84.73,7.21,1375.87,enset
60,30,144,19.47,80.97,7.29,1238.71,enset
80,22,137,24.26,64.69,5.88,1460.26,enset
81,66,166,21.37,75.13,5.83,1469.62,enset
51,34,82,23.99,73.32,7.26,1419.48,enset
120,71,138,23.59,89.96,6.73,1156.63,enset
91,54,124,24.95,64.34,6.72,1411.68,enset
105,71,87,24.09,63.08,6.87,1245.03,enset
126,25,92,22.82,84.73,6.24,1488.74,enset
120,38,119,23.76,62.39,5.93,1105.59,enset
93,48,113,17.52,64.04,6.09,1217.69,enset
83,27,105,17.98,89.86,5.81,1474.39,enset
89,58,115,24.92,77.89,6.68,1421.36,enset
94,29,114,15.66,66.45,6.04,1165.43,enset
115,47,93,18.92,67.52,6.14,1111.85,enset
116,48,103,24.79,81.51,6.76,1225.05,enset
127,40,83,24.44,69.37,5.8,1127.9,enset
110,77,161,24.16,62.77,5.78,1114.3,enset
60,30,85,16.45,88.87,6.97,1468.41,enset
52,69,152,22.64,83.88,6.52,1269.33,enset
83,36,131,16.27,70.77,7.13,1445.14,enset
87,42,106,19.79,85.24,6.38,1287.64,enset
87,20,118,21.74,76.33,7.17,1190.04,enset
71,65,88,15.28,80.66,5.67,1144.06,enset
99,58,122,21.08,87.45,6.3,1399.09,enset
125,55,105,15.4,68.99,6.75,1428.82,enset
65,28,95,22.37,82.41,5.75,1271.5,enset
56,73,179,18.83,82.07,6.85,1476.81,enset
63,43,133,21.41,75.51,7.06,1239.71,enset
86,53,127,21.96,64.75,6.37,1479.79,enset
85,41,143,20.32,85.82,7.14,1398.94,enset
73,24,107,22.02,69.03,7.14,1276.29,enset
104,76,128,18.55,67.34,6.57,1395.83,enset
117,21,118,15.77,85.77,6.04,1420.64,enset
63,36,157,18.0,82.53,6.63,1150.86,enset
51,26,111,17.55,83.44,7.12,1254.53,enset
99,69,88,18.81,73.97,6.51,1457.82,enset
55,39,145,19.7,62.19,7.04,1383.0,enset
52,50,174,16.13,74.23,6.19,1216.85,enset
128,72,141,18.5,75.61,6.8,1100.1,enset
92,72,145,15.5,89.16,6.31,1272.05,enset
108,60,154,24.27,82.72,6.19,1118.67,enset
107,43,125,22.51,68.35,7.24,1257.21,enset
104,63,98,16.28,75.64,5.83,1490.42,enset
91,50,176,24.46,66.44,5.61,1427.69,enset
106,21,87,20.6,74.59,6.86,1320.22,enset
58,56,105,24.19,89.85,6.39,1116.92,enset
102,47,158,24.13,80.1,6.42,1461.47,enset
119,30,95,24.82,86.44,6.42,1204.71,enset
67,33,122,18.43,80.2,5.92,1422.64,enset
110,30,83,15.72,67.96,6.65,1410.13,enset
93,27,171,21.24,82.96,6.2,1323.4,enset
113,61,173,23.05,75.15,6.93,1435.98,enset
97,49,146,17.54,83.47,7.15,1250.25,enset
55,58,81,18.73,79.46,6.83,1203.55,enset
108,66,168,17.01,64.88,6.37,1490.53,enset
50,54,176,15.02,73.5,7.24,1142.48,enset
117,55,95,17.46,76.38,7.29,1287.81,enset
63,73,102,24.22,60.65,6.12,1396.65,enset
56,58,94,17.04,81.87,7.05,1429.49,enset
51,55,175,20.7,71.8,5.91,1379.38,enset
74,47,123,15.35,82.64,6.94,1456.05,enset
109,58,129,17.42,82.85,7.22,1182.74,enset
98,45,86,19.43,78.73,6.63,1263.06,enset
100,47,149,15.24,81.7,6.43,1220.33,enset
90,60,87,20.69,60.27,5.66,1275.24,enset
106,66,95,18.65,60.89,6.39,1396.4,enset
91,48,84,24.73,66.1,6.01,1252.2,enset
95,75,172,22.29,71.66,6.53,1237.12,enset
107,42,105,15.07,71.86,6.33,1347.58,enset
76,25,177,23.0,64.99,6.87,1264.51,enset
63,26,144,21.79,79.5,6.17,1457.07,enset
65,66,93,22.85,77.3,6.71,1386.28,enset
107,60,164,16.78,80.43,5.8,1301.91,enset
72,38,133,20.63,89.86,5.71,1137.69,enset
102,61,162,23.3,82.97,7.26,1103.99,enset
116,69,149,16.73,71.39,6.03,1300.9,enset
85,20,98,23.31,78.31,5.67,1211.75,enset
73,73,143,24.84,67.15,6.57,1136.19,enset
96,34,114,20.45,65.14,6.5,1166.22,enset
72,79,91,20.68,85.29,7.09,1228.11,enset
118,37,84,21.65,70.36,6.24,1401.88,enset
54,24,141,24.34,61.88,6.19,1318.72,enset
118,32,158,15.88,70.06,6.32,1302.93,enset
90,63,140,16.99,66.65,7.22,1345.72,enset
102,37,103,15.49,74.65,6.59,1238.97,enset
64,66,152,17.62,64.16,6.22,1459.91,enset
103,79,156,18.12,87.63,6.75,1442.64,enset
62,21,85,24.82,72.21,6.33,1307.56,enset
82,72,159,23.78,87.52,5.9,1366.07,enset
52,76,110,19.99,76.19,6.95,1321.76,enset
53,62,153,16.91,83.19,5.64,1314.24,enset
69,21,143,21.59,88.61,5.83,1484.03,enset
122,36,143,22.99,81.9,5.7,1389.66,enset
113,53,111,16.09,68.26,6.28,1183.24,enset
86,36,158,23.72,68.97,6.97,1135.77,enset
68,53,124,20.42,62.68,6.36,1434.93,enset
91,42,90,24.18,62.36,7.02,1183.61,enset
117,37,63,10.91,53.16,6.12,1138.31,wheat
125,48,99,15.39,62.95,6.51,847.97,wheat
128,56,103,14.93,63.03,6.59,724.05,wheat
110,24,118,24.28,78.76,7.43,1342.98,wheat
115,25,46,17.91,63.41,6.13,873.51,wheat
85,46,60,23.39,70.32,7.44,1302.62,wheat
51,41,81,15.61,64.36,7.19,1086.7,wheat
125,67,83,15.96,79.36,6.98,698.39,wheat
123,54,108,19.17,50.37,6.46,1003.53,wheat
84,64,72,13.9,68.51,6.03,688.28,wheat
68,34,104,17.29,58.43,6.42,1062.05,wheat
88,66,109,20.89,75.67,7.15,1363.67,wheat
52,21,60,13.22,50.92,7.36,1281.84,wheat
69,29,46,16.75,53.89,6.66,1305.45,wheat
100,36,93,18.49,52.81,6.94,1247.21,wheat
68,35,111,24.63,54.99,6.06,1383.94,wheat
88,59,121,12.35,78.89,6.13,856.45,wheat
122,50,63,18.44,54.0,7.22,1330.01,wheat
101,35,65,19.7,69.87,6.15,1279.97,wheat
89,66,47,16.58,58.06,7.47,1396.44,wheat
58,44,67,10.25,51.37,6.5,857.64,wheat
82,38,92,21.87,69.49,7.35,1387.85,wheat
71,56,57,10.59,71.28,7.02,741.71,wheat
